,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,log_SalePrice,AgeHome,YrsSnRmdl,TotBthrm,TotFloors,NeighbQual,HasFireplace,HasAlley,HasFence,HasPool,HasGarage,NearNeg,NearPos
181,RL,54,7588,Reg,Lvl,Inside,Gtl,1Fam,7,6,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,GasA,Gd,Y,SBrkr,901,0,1802,4,1,TA,Typ,Gd,Detchd,Unf,1,Fa,TA,Y,0,0,40,0,0,7,WD,Normal,200100,12.206572520571825,86,56,1.5,1,Ex,1,0,0,0,1,0,0
182,RL,60,9060,Reg,Lvl,Inside,Gtl,1Fam,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98,TA,TA,PConc,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,0,GasA,Ex,Y,SBrkr,0,0,1340,3,1,TA,Typ,Gd,Attchd,RFn,1,TA,TA,Y,116,0,0,180,0,6,WD,Normal,120000,11.695247021764184,50,1,1.0,1,Po,1,0,1,0,1,1,0
183,RM,63,11426,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,GasA,Ex,Y,SBrkr,720,0,2082,3,1,Gd,Mod,NoFireplace,Detchd,Unf,2,TA,TA,other,280,238,0,0,0,6,WD,Normal,200000,12.206072645530174,5,5,2.5,1,TA,1,0,0,0,1,0,0
184,RL,92,7438,IR1,Lvl,Inside,Gtl,1Fam,5,8,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,GasA,Gd,Y,SBrkr,316,0,1252,3,1,TA,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,104,0,0,0,0,6,WD,Normal,127000,11.751942365440728,98,15,1.0,1,Fa,1,0,1,0,1,1,0
185,RM,90,22950,IR2,Lvl,Inside,Gtl,1Fam,10,9,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,GasA,Ex,Y,SBrkr,1518,572,3608,4,1,Ex,Typ,TA,Detchd,Unf,3,Ex,TA,Y,0,260,0,0,410,6,WD,Normal,475000,13.071070083016778,114,13,2.5,1,TA,1,0,1,0,1,1,0
186,RL,50,9947,IR1,Lvl,CulDSac,Gtl,1Fam,7,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,GasA,Ex,Y,SBrkr,0,0,1217,3,1,Gd,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,168,27,0,0,0,6,WD,Normal,173000,12.061046873479915,19,18,3.0,1,Po,1,0,1,0,1,0,0
187,RL,60,10410,Reg,Lvl,Inside,Gtl,1Fam,5,7,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,704,144,1656,3,1,TA,Min2,NoFireplace,Detchd,Unf,1,Fa,Fa,other,0,0,0,140,0,8,WD,Normal,135000,11.813030057420567,93,22,2.5,1,TA,1,0,1,0,1,0,0
188,RL,64,7018,Reg,Bnk,Inside,Gtl,Duplex,5,5,Gable,CompShg,Plywood,Plywood,Stone,275,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,GasA,TA,Y,SBrkr,0,0,1224,2,2,TA,Typ,TA,Detchd,Unf,2,TA,TA,Y,120,0,0,0,0,6,WD,Alloca,153337,11.940393392554734,30,30,3.0,1,Fa,1,0,0,0,1,1,0
189,RL,41,4923,Reg,Lvl,Inside,Gtl,TwnhsE,8,5,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,GasA,Ex,Y,SBrkr,0,0,1593,0,1,Ex,Typ,Gd,Attchd,Fin,2,TA,TA,Y,0,120,0,0,224,8,WD,Normal,286000,12.56374708980199,7,6,2.5,1,Ex,1,0,0,0,1,0,0
190,RL,70,10570,Reg,Bnk,Inside,Mod,1Fam,8,8,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,GasA,TA,Y,SBrkr,1178,0,2727,3,1,Gd,Maj1,TA,Detchd,Unf,2,TA,TA,Y,0,74,0,0,0,12,WD,Normal,315000,12.66032791780777,75,13,2.5,1,Ex,1,0,0,0,1,0,0
191,RL,50,7472,IR1,Lvl,CulDSac,Gtl,1Fam,7,9,Gable,CompShg,HdBoard,HdBoard,BrkFace,138,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,GasA,Gd,Y,SBrkr,754,0,1479,4,1,Gd,Typ,NoFireplace,Attchd,Fin,2,TA,TA,Y,0,32,0,0,0,6,WD,Normal,184000,12.122691036591123,35,3,2.5,1,Fa,1,0,0,0,1,0,0
192,RL,68,9017,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,GasA,Ex,Y,SBrkr,0,0,1431,3,1,Gd,Typ,NoFireplace,Attchd,Fin,2,TA,TA,Y,0,35,0,0,0,9,WD,Normal,192000,12.165250651009918,10,10,3.0,1,TA,1,0,0,0,1,0,0
193,RM,24,2522,Reg,Lvl,Inside,Gtl,Twnhs,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,739,0,1709,3,1,Gd,Maj1,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,5,WD,Normal,130000,11.77528972943772,2,2,2.0,1,Po,1,0,0,0,1,0,0
194,RL,60,7180,IR1,Lvl,Inside,Gtl,1Fam,5,7,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,0,0,864,3,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,WD,Normal,127000,11.751942365440728,36,36,1.0,1,TA,1,0,0,0,1,0,0
195,RL,24,2280,Reg,Lvl,FR2,Gtl,Twnhs,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,GasA,TA,Y,SBrkr,601,0,1456,3,1,TA,Typ,TA,Attchd,Unf,2,TA,TA,Y,87,0,0,0,0,7,WD,Normal,148500,11.908340237224891,33,33,2.5,1,TA,1,0,0,0,1,0,0
196,RL,79,9416,Reg,Lvl,Inside,Gtl,1Fam,7,5,Hip,CompShg,CemntBd,CmentBd,Stone,205,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Y,SBrkr,0,0,1726,3,1,Ex,Typ,Gd,Attchd,Fin,3,TA,TA,Y,171,138,0,0,266,9,New,Partial,311872,12.650348126203179,0,0,3.0,1,Gd,1,0,0,0,1,0,0
197,RL,174,25419,Reg,Lvl,Corner,Gtl,1Fam,8,4,Gable,CompShg,Stucco,Stucco,None,0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1360,392,3112,4,1,Gd,Typ,Ex,Detchd,Unf,2,TA,TA,Y,0,16,552,0,0,3,WD,Abnorml,235000,12.367340793126296,88,16,3.5,1,Fa,1,0,1,1,1,1,0
198,RM,92,5520,Reg,Lvl,Corner,Gtl,1Fam,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,929,371,2229,5,1,TA,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,198,30,0,0,7,WD,Abnorml,104000,11.55214617812351,97,59,1.0,1,TA,1,0,1,0,0,0,0
199,RL,76,9591,Reg,Lvl,Inside,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,0,0,1713,3,1,Ex,Typ,Gd,Attchd,Fin,3,TA,TA,Y,0,26,0,0,170,1,WD,Normal,274900,12.524162674153336,5,4,3.0,1,Ex,1,0,0,0,1,0,0
200,RM,80,8546,Reg,Lvl,Corner,Gtl,1Fam,4,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,GasA,Ex,Y,SBrkr,0,0,1121,2,1,TA,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,132,64,0,0,0,3,WD,Normal,140000,11.84939770159144,7,6,2.0,1,Po,1,0,0,0,1,0,0
201,RL,75,10125,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,GasA,TA,Y,SBrkr,0,0,1279,3,1,TA,Typ,Fa,Detchd,Unf,2,TA,TA,Y,238,83,0,0,0,2,WD,Normal,171500,12.052338545588132,31,31,2.5,1,Po,1,0,1,0,1,0,0
202,RL,50,7000,Reg,Lvl,Corner,Gtl,1Fam,6,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,445,0,1310,2,1,TA,Min1,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,126,0,0,5,COD,Normal,112000,11.626254150277232,82,56,2.0,1,TA,1,0,0,0,1,1,0
203,RM,68,4438,Reg,Lvl,Inside,Gtl,TwnhsE,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,848,1,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,149,0,0,0,0,1,WD,Normal,149000,11.911701584927597,4,4,2.0,1,TA,1,0,0,0,1,0,0
204,RM,50,3500,Reg,Lvl,Inside,Gtl,1Fam,5,7,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,GasA,TA,Y,SBrkr,564,0,1284,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,35,0,0,0,4,WD,Normal,110000,11.608235644774552,62,59,1.5,1,TA,1,1,1,0,1,0,0
205,RL,99,11851,Reg,Lvl,Corner,Gtl,1Fam,7,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1424,1424,GasA,Ex,Y,SBrkr,0,0,1442,3,1,TA,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,34,0,508,0,5,WD,Normal,180500,12.103486056755072,19,19,2.0,1,TA,1,0,0,0,1,0,0
206,RL,40,13673,IR1,Lvl,CulDSac,Gtl,1Fam,5,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,GasA,TA,Y,SBrkr,0,0,1696,3,1,TA,Min2,TA,Attchd,RFn,1,TA,TA,Y,0,30,0,0,0,3,WD,Normal,143900,11.876873892875459,45,45,1.5,1,Po,1,0,0,0,1,1,0
207,RL,68,12493,IR1,Lvl,Inside,Gtl,1Fam,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,1100,GasA,TA,Y,SBrkr,0,0,1100,3,1,TA,Typ,Po,Attchd,RFn,1,TA,TA,Y,355,0,0,0,0,4,WD,Normal,141000,11.856515169360305,48,48,2.0,1,Fa,1,0,1,0,1,0,0
208,RL,68,14364,IR1,Low,Inside,Mod,1Fam,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,GasA,Ex,Y,SBrkr,882,0,2062,3,1,TA,Typ,Gd,Attchd,Fin,2,TA,TA,Y,60,55,0,0,154,4,WD,Normal,277000,12.531772785169476,19,18,3.5,1,Fa,1,0,0,0,1,0,0
209,RL,75,8250,Reg,Lvl,Inside,Gtl,1Fam,6,7,Hip,CompShg,HdBoard,HdBoard,Stone,260,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,0,0,1092,3,1,TA,Typ,NoFireplace,Attchd,RFn,2,TA,Gd,Y,0,0,0,0,0,7,WD,Normal,145000,11.884489021402711,44,44,2.0,1,Fa,1,0,1,0,1,0,0
210,RL,67,5604,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,other,0,0,864,2,1,TA,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,96,0,0,4,WD,Normal,98000,11.49272275765271,83,58,2.0,1,Po,1,0,0,0,0,0,0
211,RL,83,10420,Reg,Lvl,Corner,Gtl,1Fam,6,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,0,0,1212,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,100,22,0,0,0,3,WD,Normal,186000,12.133501952695338,1,1,2.0,1,Po,1,0,0,0,1,0,0
212,FV,72,8640,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,920,0,1852,3,1,Gd,Typ,TA,Attchd,RFn,2,TA,TA,Y,168,108,0,0,0,7,New,Partial,252678,12.439871229831715,0,0,3.5,1,Gd,1,0,0,0,1,0,0
213,RL,43,13568,IR2,Lvl,CulDSac,Gtl,1Fam,5,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,0,0,990,3,1,TA,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,224,0,0,0,0,7,WD,Normal,156000,11.957611286231675,11,11,1.5,1,TA,1,0,0,0,1,0,0
214,RL,64,10900,IR1,Lvl,FR2,Gtl,1Fam,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,153,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,703,0,1392,3,1,TA,Typ,NoFireplace,Attchd,Fin,1,TA,TA,Y,0,36,0,0,0,3,WD,Normal,161750,11.993807212363148,33,33,1.5,1,TA,1,0,1,0,1,0,0
215,RL,72,10011,IR1,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,64,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,0,0,1236,2,1,Gd,Min1,Fa,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,WD,Normal,134450,11.80894766169701,49,10,1.5,1,Fa,1,0,1,0,1,0,0
216,RL,65,8450,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,0,0,1436,3,1,Gd,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,139,98,0,0,0,4,WD,Normal,210000,12.254862809699606,4,4,3.0,1,TA,1,0,0,0,1,0,0
217,RM,57,9906,Reg,Lvl,Inside,Gtl,1Fam,4,4,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,518,0,1328,3,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,172,60,0,0,9,WD,Family,107000,11.580584113444043,81,56,1.0,1,TA,1,1,0,0,1,0,0
218,RL,80,15660,IR1,Lvl,Corner,Gtl,1Fam,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,817,0,1954,3,1,Gd,Typ,TA,Attchd,Unf,2,TA,TA,Y,0,119,150,0,0,5,WD,Normal,311500,12.649154617209645,69,2,2.0,1,Ex,1,0,0,0,1,0,0
219,RL,43,3010,Reg,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,0,0,1248,2,1,Gd,Typ,NoFireplace,Attchd,Fin,2,TA,TA,Y,108,0,0,0,0,3,New,Partial,167240,12.0271851854705,1,0,2.0,1,Gd,1,0,0,0,1,0,0
220,RL,73,8990,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,1498,2,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,351,33,0,0,0,4,New,Partial,204900,12.230277334226992,0,0,2.0,1,TA,1,0,0,0,1,0,0
221,RL,68,8068,IR1,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1257,0,2267,4,1,Gd,Typ,TA,BuiltIn,RFn,2,TA,TA,Y,120,46,0,0,0,12,ConLI,Normal,200000,12.206072645530174,7,7,2.5,1,TA,1,0,0,0,1,0,0
222,RL,85,11475,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,741,0,1552,3,1,TA,Typ,TA,Attchd,RFn,2,TA,TA,Y,209,208,0,0,0,2,WD,Normal,179900,12.100156419938624,31,31,3.5,1,Gd,1,0,1,0,1,1,0
223,RL,70,10500,Reg,Lvl,FR2,Gtl,1Fam,4,6,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,0,0,864,2,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,216,0,0,0,0,3,WD,Abnorml,97000,11.48246625748552,38,38,1.0,1,Fa,1,0,0,0,1,0,0
224,RL,103,13472,Reg,Lvl,Inside,Gtl,1Fam,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,0,0,2392,3,1,Ex,Typ,Ex,Attchd,Fin,3,TA,TA,Y,248,105,0,0,0,6,WD,Normal,386250,12.864240107194092,6,6,2.0,1,Ex,1,0,0,0,1,0,0
225,RM,21,1680,Reg,Lvl,Inside,Gtl,Twnhs,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,672,0,1302,3,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,COD,Abnorml,112000,11.626254150277232,38,38,2.5,1,Fa,1,0,0,0,1,0,0
226,RL,82,9950,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1306,0,2520,4,1,Gd,Typ,TA,Attchd,RFn,3,TA,TA,Y,224,114,0,0,0,6,WD,Abnorml,290000,12.577636201962656,12,12,2.5,1,Ex,1,0,0,0,1,0,0
227,RM,21,1869,Reg,Lvl,Inside,Gtl,Twnhs,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,504,0,987,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,9,WD,Normal,106000,11.571194373094205,38,38,1.5,1,Fa,1,0,0,0,1,0,0
228,RL,70,8521,Reg,Lvl,FR2,Gtl,1Fam,5,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,0,0,912,3,1,TA,Typ,Fa,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,WD,Normal,125000,11.736069016284437,43,43,1.0,1,Po,1,0,1,0,1,1,0
229,RL,43,3182,Reg,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,0,0,1555,2,1,Gd,Typ,TA,Attchd,Fin,2,TA,TA,Y,143,20,0,0,0,5,WD,Normal,192500,12.167851432709975,4,3,2.0,1,Gd,1,0,0,0,1,0,0
230,RL,73,8760,Reg,Lvl,Inside,Gtl,1Fam,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,0,0,1194,3,1,TA,Typ,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,120,0,0,4,WD,Normal,148000,11.904967552746252,51,51,2.0,1,Fa,1,0,0,0,1,0,0
231,RL,174,15138,IR1,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1304,0,2794,4,1,Ex,Typ,TA,Attchd,Fin,3,TA,TA,Y,0,146,202,0,0,7,WD,Normal,403000,12.90669184092882,14,13,3.5,1,Ex,1,0,0,0,1,0,0
232,RM,21,1680,Reg,Lvl,Inside,Gtl,Twnhs,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,TA,Y,SBrkr,504,0,987,2,1,TA,Typ,Po,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,6,WD,Normal,94500,11.456355113481834,34,34,1.5,1,Fa,1,0,0,0,1,0,0
233,RL,75,10650,Reg,Lvl,Corner,Gtl,1Fam,5,6,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,0,0,894,3,1,TA,Typ,NoFireplace,Attchd,Unf,1,TA,TA,Y,365,0,0,0,0,2,WD,Normal,128200,11.761346823468706,34,34,2.0,1,TA,1,0,1,0,1,0,0
234,RL,68,7851,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,Ex,Y,SBrkr,1100,0,1960,4,1,Gd,Typ,TA,BuiltIn,Fin,2,TA,TA,Y,288,48,0,0,0,5,WD,Normal,216500,12.285345826424681,8,8,3.5,1,TA,1,0,0,0,1,0,0
235,RM,21,1680,Reg,Lvl,Inside,Gtl,TwnhsE,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,TA,Y,SBrkr,504,0,987,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,8,WD,Normal,89500,11.401993904262946,37,37,1.5,1,Fa,1,0,0,0,1,0,0
236,RL,65,8773,Reg,Lvl,FR2,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,Ex,Y,SBrkr,0,0,1414,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,132,105,0,0,0,5,WD,Normal,185500,12.130810161029627,6,6,2.0,1,TA,1,0,0,0,1,0,0
237,RL,50,9453,IR1,Lvl,CulDSac,Gtl,1Fam,7,7,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,730,0,1744,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,370,70,0,238,0,2,WD,Normal,194500,12.178187442040638,17,7,2.5,1,Fa,1,0,0,0,1,1,0
238,RL,93,12030,Reg,Lvl,Inside,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,0,0,1694,3,1,Gd,Typ,NoFireplace,Attchd,Fin,3,TA,TA,Y,168,228,0,0,0,12,New,Partial,318000,12.669806661762314,0,0,2.0,1,Ex,1,0,0,0,1,0,0
239,RL,52,8741,Reg,Lvl,Inside,Gtl,1Fam,6,4,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,Y,other,689,0,1487,3,1,TA,Typ,Gd,Detchd,Unf,1,TA,TA,Y,0,140,0,0,0,4,WD,Normal,113000,11.635143097694478,65,60,1.5,1,Po,1,0,1,0,1,0,0
240,FV,75,9000,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,0,0,1566,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,144,168,0,0,0,4,WD,Normal,262500,12.478006361013815,2,2,3.0,1,Gd,1,0,0,0,1,0,0
241,RM,40,3880,Reg,Lvl,Inside,Gtl,1Fam,5,9,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,Gd,Y,SBrkr,0,0,866,2,1,Gd,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,58,42,0,0,0,8,WD,Normal,110500,11.612770799939945,62,10,1.0,1,TA,1,0,0,0,0,0,0
